"margin" "qseqid" "sseqid" "staxid" "pident" "score" "qcovs" "kingdom" "phylum" "class" "order" "family" "genus" "species" "species_score" "genus_score" "family_score" "order_score" "class_score" "phylum_score" "kingdom_score" "alternatives" "pident.max.best" "possible.misid" "ssciname" "score.id" "seqNoID"
"seq9029" "upper" "seq9029" "GBMNB38130N20" "   6231" " 93.925" "1.000000e+02" "100" "Metazoa" "Nematoda" NA NA NA NA "Nematoda" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Nematoda, 93.925, Micoletzkya buetschlii, 93.458, Micoletzkya, 92.991, Oswaldocruzia, 92.523, Oswaldocruzia belenensis, 92.056" " 93.925" "1" "Nematoda" NA "seq9029"
"seq9053" "upper" "seq9053" "NZCYC101N14" "   6382" "100.000" "1.000000e+02" "100" "Metazoa" "Annelida" "Clitellata" "Haplotaxida" NA NA "Haplotaxida" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Haplotaxida, 100" "100.000" "1" "Haplotaxida" "Haplotaxida" "seq9053"
"seq9069" "upper" "seq9069" "GBAN5277N14" " 380447" "100.000" "5.000000e+01" "100" "Metazoa" "Annelida" "Clitellata" "Tubificida" "Naididae" "Rhyacodrilus" "Rhyacodrilus coccineus" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Rhyacodrilus coccineus, 100" "100.000" "1" "Rhyacodrilus coccineus" "Rhyacodrilus coccineus" "seq9069"
"seq9082" "upper" "seq9082" "AF534865" "  76587" " 98.618" "5.000000e+01" "100" "Metazoa" "Annelida" "Clitellata" "Tubificida" "Naididae" "Limnodrilus" "Limnodrilus hoffmeisteri" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Limnodrilus hoffmeisteri, 98.618" " 98.618" "1" "Limnodrilus hoffmeisteri" "Limnodrilus hoffmeisteri" "seq9082"
"seq909" "upper" "seq909" "MIDGE779N08" " 315524" "100.000" "5.000000e+01" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Chironomidae" "Micropsectra" "Micropsectra atrofasciata" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Micropsectra atrofasciata, 100" "100.000" "1" "Micropsectra atrofasciata" "Micropsectra atrofasciata" "seq909"
"seq91" "upper" "seq91" "LT904771" "  74727" "100.000" "5.000000e+01" "100" "Metazoa" "Annelida" "Clitellata" "Tubificida" "Naididae" "Chaetogaster" "Chaetogaster diastrophus" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Chaetogaster diastrophus, 100" "100.000" "1" "Chaetogaster diastrophus" "Chaetogaster diastrophus" "seq91"
"seq9103" "upper" "seq9103" "HMKKT142N10" "1271722" "100.000" "1.108449e+01" "100" "Metazoa" "Arthropoda" "Insecta" "Trichoptera" "Limnephilidae" "Halesus" "Halesus radiatus" " 66.50697" "100.00000" "100" "100" "100" "100" "100" "Halesus, 100.000, Halesus digitatus, 100.000, Halesus radiatus, 100.000, Halesus digitatus,  99.535, Halesus tessellatus,  98.605, Halesus tessellatus,  98.140" "100.000" "1" "Halesus" "Halesus" "seq9103"
"seq9139" "upper" "seq9139" "LT904769" " 380453" " 91.244" "5.000000e+01" "100" "Metazoa" "Annelida" "Clitellata" "Tubificida" "Naididae" "Pristina" "Pristina jenkinae" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Pristina jenkinae, 91.244" " 91.244" "1" "Pristina jenkinae" "Pristina" "seq9139"
"seq9142" "upper" "seq9142" "PLYAI177N20" "   7524" " 91.803" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Insecta" "Hemiptera" NA NA "Hemiptera" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Hemiptera, 91.803" " 91.803" "1" "Hemiptera" NA "seq9142"
"seq91654" "upper" "seq91654" "SSGIB3293N15" "1148476" " 98.618" "7.618433e-05" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Psychodidae" "Psychoda" "Psychoda albipennis" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Psychoda albipennis, 100.000, Psychoda albipennis,  99.539, Psychoda albipennis,  98.636, Psychoda albipennis,  98.618, Psychoda albipennis,  98.157" "100.000" "1" "Psychoda albipennis" "Psychoda albipennis" "seq91654"
"seq918" "upper" "seq918" "GBMNB50760N20" " 669471" " 98.618" "9.934997e-01" "100" "Metazoa" "Arthropoda" "Hexanauplia" "Cyclopoida" "Cyclopidae" "Mesocyclops" "Mesocyclops leuckarti" " 98.01300" " 98.01300" "100" "100" "100" "100" "100" "Mesocyclops leuckarti, 99.083, Mesocyclops leuckarti, 98.624, Mesocyclops leuckarti, 98.618, Thermocyclops crassus, 98.618" " 99.083" "0" "Mesocyclops leuckarti" "Cyclopidae" "seq918"
"seq9182" "upper" "seq9182" "GBSP3826N12" " 231624" " 99.174" "4.994230e+01" "100" "Metazoa" "Rotifera" "Eurotatoria" NA NA "Rotaria" "Rotaria rotatoria" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Rotaria rotatoria, 99.174, Rotaria rotatoria, 97.521" " 99.174" "1" "Rotaria rotatoria" "Rotaria rotatoria" "seq9182"
"seq9187" "upper" "seq9187" "GBAN15209N19" "  74727" "100.000" "5.000000e+01" "100" "Metazoa" "Annelida" "Clitellata" "Tubificida" "Naididae" "Chaetogaster" "Chaetogaster diastrophus" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Chaetogaster diastrophus, 100" "100.000" "1" "Chaetogaster diastrophus" "Chaetogaster diastrophus" "seq9187"
"seq9191" "upper" "seq9191" "LR995349" "2794872" "100.000" "5.000000e+01" "100" "Metazoa" "Annelida" "Clitellata" "Tubificida" "Naididae" "Quistadrilus" "Quistadrilus multisetosus" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Quistadrilus multisetosus, 100" "100.000" "1" "Quistadrilus multisetosus" "Quistadrilus multisetosus" "seq9191"
"seq920" "upper" "seq920" "BACZP292N15" "1112786" "100.000" "2.486646e+01" "100" "Metazoa" "Arthropoda" "Ostracoda" "Podocopida" "Candonidae" "Candona" "Candona candida" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Candona candida, 100.000, Candona candida,  98.507" "100.000" "0" "Candona candida" "Candona candida" "seq920"
"seq9201" "upper" "seq9201" "GASBB145N18" "  76587" " 91.705" "1.000000e+02" "100" "Metazoa" "Annelida" "Clitellata" "Tubificida" "Naididae" "Limnodrilus" "Limnodrilus hoffmeisteri" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Limnodrilus hoffmeisteri, 91.705" " 91.705" "1" "Limnodrilus hoffmeisteri" "Limnodrilus" "seq9201"
"seq9204" "upper" "seq9204" "GMBUA727N14" " 315524" " 99.539" "1.660708e+01" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Chironomidae" "Micropsectra" "Micropsectra atrofasciata" " 66.78585" " 66.78585" "100" "100" "100" "100" "100" "Chironomidae, 99.539, Micropsectra atrofasciata, 99.539, Micropsectra atrofasciata, 99.078, Micropsectra atrofasciata, 97.696" " 99.539" "1" "Chironomidae" "Chironomidae" "seq9204"
"seq92095" "upper" "seq92095" "GCHAR1117N19" "  84308" " 91.031" "1.151276e-02" "100" "Metazoa" "Arthropoda" "Hexanauplia" "Cyclopoida" NA NA "Cyclopoida" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Cyclopoida, 91.928, Cyclopoida, 91.031" " 91.928" "0" "Cyclopoida" NA "seq92095"
"seq9233" "upper" "seq9233" "MF135299" "   6088" " 96.313" "1.238415e-01" "100" "Metazoa" "Cnidaria" "Hydrozoa" "Anthoathecata" "Hydridae" "Hydra" "Hydra oligactis" " 64.89941" "100.00000" "100" "100" "100" "100" "100" "Hydra, 96.774, Hydra oligactis, 96.774, Hydra, 96.313, Hydra oligactis, 96.313, Hydra oligactis, 95.853, Hydra robusta, 95.853, Hydra oligactis, 95.392, Hydra, 94.931, Hydra oligactis, 94.931" " 96.774" "0" "Hydra" "Hydra" "seq9233"
"seq9243" "upper" "seq9243" "LEFIJ3328N16" "2882792" "100.000" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Chironomidae" "Rheotanytarsus" "Rheotanytarsus muscicola" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Rheotanytarsus muscicola, 100" "100.000" "1" "Rheotanytarsus muscicola" "Rheotanytarsus muscicola" "seq9243"
"seq92642" "upper" "seq92642" "FCGA081N05" " 360729" " 98.507" "4.953624e-02" "100" "Metazoa" "Arthropoda" "Malacostraca" "Amphipoda" "Gammaridae" "Gammarus" "Gammarus tigrinus" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Gammarus tigrinus, 100.000, Gammarus tigrinus,  98.507" "100.000" "1" "Gammarus tigrinus" "Gammarus tigrinus" "seq92642"
"seq9281" "upper" "seq9281" "GBCMA4419N13" "  52641" " 99.539" "4.694321e+00" "100" "Metazoa" "Arthropoda" "Malacostraca" "Amphipoda" "Gammaridae" "Gammarus" "Gammarus pulex" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Gammarus pulex, 99.539, Gammarus pulex, 99.078, Gammarus pulex, 98.618" " 99.539" "0" "Gammarus pulex" "Gammarus pulex" "seq9281"
"seq9290" "upper" "seq9290" "NZCYC039N13" " 298464" "100.000" "5.000000e+01" "100" "Metazoa" "Arthropoda" "Hexanauplia" "Harpacticoida" "Canthocamptidae" NA "Canthocamptidae" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Canthocamptidae, 100" "100.000" "1" "Canthocamptidae" "Canthocamptidae" "seq9290"
"seq92935" "upper" "seq92935" "GBMNC38075N20" " 290171" " 99.539" "7.057429e-01" "100" "Metazoa" "Tardigrada" "Eutardigrada" "Parachela" "Murrayidae" "Dactylobiotus" "Dactylobiotus parthenogeneticus" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Dactylobiotus parthenogeneticus, 100.000, Dactylobiotus parthenogeneticus,  99.539" "100.000" "0" "Dactylobiotus parthenogeneticus" "Dactylobiotus parthenogeneticus" "seq92935"
"seq9295" "upper" "seq9295" "LEFIJ3549N16" "2578447" " 98.148" "1.152871e-02" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Chironomidae" "Brillia" "Brillia bifida" " 50.02332" " 50.02332" "100" "100" "100" "100" "100" "Chironomidae, 99.074, Brillia bifida, 99.074, Brillia bifida, 98.148, Brillia bifida, 97.685, Brillia bifida, 97.222" " 99.074" "1" "Brillia bifida" "Chironomidae" "seq9295"
"seq93" "upper" "seq93" "GMBUA646N14" " 315524" "100.000" "1.660722e+01" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Chironomidae" "Micropsectra" "Micropsectra atrofasciata" " 66.78555" " 66.78555" "100" "100" "100" "100" "100" "Chironomidae, 100.000, Micropsectra atrofasciata, 100.000, Micropsectra atrofasciata,  99.539, Micropsectra atrofasciata,  98.157" "100.000" "0" "Chironomidae" "Chironomidae" "seq93"
"seq9306" "upper" "seq9306" "NZCYC039N13" " 298464" "100.000" "5.000000e+01" "100" "Metazoa" "Arthropoda" "Hexanauplia" "Harpacticoida" "Canthocamptidae" NA "Canthocamptidae" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Canthocamptidae, 100" "100.000" "1" "Canthocamptidae" "Canthocamptidae" "seq9306"
"seq93131" "upper" "seq93131" "JN936535" "1156573" " 99.545" "2.434543e+01" "100" "Metazoa" "Rotifera" "Eurotatoria" "Ploima" "Synchaetidae" "Synchaeta" "Synchaeta lakowitziana" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Synchaeta lakowitziana, 99.545, Synchaeta lakowitziana, 99.091" " 99.545" "0" "Synchaeta lakowitziana" "Synchaeta lakowitziana" "seq93131"
"seq93137" "upper" "seq93137" "GBSP8176N13" " 231624" " 98.182" "4.160337e-06" "100" "Metazoa" "Rotifera" "Eurotatoria" NA NA "Rotaria" "Rotaria rotatoria" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Rotaria rotatoria, 100.000, Rotaria rotatoria,  99.545, Rotaria rotatoria,  98.182" "100.000" "1" "Rotaria rotatoria" "Rotaria rotatoria" "seq93137"
"seq932" "upper" "seq932" "GU722847" "   6082" " 99.539" "2.486616e+01" "100" "Metazoa" "Cnidaria" "Hydrozoa" "Anthoathecata" "Hydridae" "Hydra" "Hydra viridissima" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Hydra viridissima, 99.539, Hydra viridissima, 99.078" " 99.539" "0" "Hydra viridissima" "Hydra viridissima" "seq932"
"seq9321" "upper" "seq9321" "LEFIJ3542N16" " 401642" " 99.539" "3.490963e-01" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Chironomidae" "Cricotopus" "Cricotopus triannulatus" " 99.99248" " 99.99248" "100" "100" "100" "100" "100" "Cricotopus triannulatus, 100.000, Cricotopus triannulatus,  99.539, Chironomidae,  99.078, Cricotopus triannulatus,  99.078, Cricotopus triannulatus,  98.182" "100.000" "1" "Cricotopus triannulatus" "Chironomidae" "seq9321"
"seq93232" "upper" "seq93232" "GBCI3847N14" "   6088" " 97.696" "4.806602e+00" "100" "Metazoa" "Cnidaria" "Hydrozoa" "Anthoathecata" "Hydridae" "Hydra" "Hydra oligactis" " 53.89236" "100.00000" "100" "100" "100" "100" "100" "Hydra, 97.696, Hydra oligactis, 97.696, Hydra oligactis, 97.235, Hydra, 96.774, Hydra oligactis, 96.774, Hydra oligactis, 95.909, Hydra oligactis, 95.853, Hydra robusta, 95.853" " 97.696" "0" "Hydra" "Hydra" "seq93232"
"seq93267" "upper" "seq93267" "GBCM22932N19" " 938113" " 98.157" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Hexanauplia" "Cyclopoida" "Cyclopidae" "Megacyclops" "Megacyclops viridis" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Megacyclops viridis, 98.157" " 98.157" "1" "Megacyclops viridis" "Megacyclops viridis" "seq93267"
"seq93294" "upper" "seq93294" "DNARA1632N21" "  27402" " 97.696" "9.940829e-04" "100" "Metazoa" "Arthropoda" "Branchiopoda" "Diplostraca" "Bosminidae" "Bosmina" "Bosmina" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Bosmina, 99.078, Bosmina, 97.696" " 99.078" "0" "Bosmina" "Bosmina" "seq93294"
"seq9339" "upper" "seq9339" "GBSP3965N12" " 204744" " 99.545" "9.940392e+01" "100" "Metazoa" "Rotifera" "Eurotatoria" "Ploima" "Synchaetidae" "Synchaeta" "Synchaeta" " 99.40392" "100.00000" "100" "100" "100" "100" "100" "Synchaeta, 99.545, Synchaeta tremula, 98.636" " 99.545" "1" "Synchaeta" "Synchaeta" "seq9339"
"seq9342" "upper" "seq9342" "KUGA148N21" "  50515" " 99.078" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Insecta" "Coleoptera" "Dytiscidae" NA "Dytiscidae" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Dytiscidae, 99.078" " 99.078" "1" "Dytiscidae" "Dytiscidae" "seq9342"
"seq936" "upper" "seq936" "GBSP1128N06" "  44581" " 97.727" "3.556503e-03" "100" "Metazoa" "Rotifera" "Eurotatoria" "Philodinida" "Philodinidae" "Philodina" "Philodina" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Philodina, 98.636, Philodina, 98.182, Philodina, 97.727, Philodina, 96.861" " 98.636" "1" "Philodina" "Philodina" "seq936"
"seq9393" "upper" "seq9393" "ZOOPS330N19" " 512234" "100.000" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Hexanauplia" "Harpacticoida" "Ameiridae" "Nitokra" "Nitokra hibernica" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Nitokra hibernica, 100" "100.000" "1" "Nitokra hibernica" "Nitokra hibernica" "seq9393"
"seq94234" "upper" "seq94234" "ODTRI054N14" "1875638" " 99.539" "4.520706e+00" "100" "Metazoa" "Arthropoda" "Insecta" "Trichoptera" "Limnephilidae" "Limnephilus" "Limnephilus germanus" " 72.42863" "100.00000" "100" "100" "100" "100" "100" "Limnephilus lunatus, 99.539, Limnephilus germanus, 99.539, Limnephilus helveticus, 99.539, Limnephilus lunatus, 99.078, Limnephilus germanus, 99.078, Limnephilus helveticus, 97.696" " 99.539" "0" "Limnephilus germanus" "Limnephilus" "seq94234"
"seq94538" "upper" "seq94538" "GBMNC23370N20" "  68038" " 94.009" "2.006056e-05" "100" "Metazoa" "Gastrotricha" NA "Chaetonotida" "Chaetonotidae" "Chaetonotus" "Chaetonotus" " 93.93336" "100.00000" "100" "100" "100" "100" "100" "Chaetonotus, 95.853, Chaetonotus persimilis, 95.392, Chaetonotus, 94.470, Chaetonotus, 94.009, Chaetonotus persimilis, 94.009" " 95.853" "0" "Chaetonotus" "Chaetonotus" "seq94538"
"seq94539" "upper" "seq94539" "FINTI887N12" "2881911" " 91.705" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Limoniidae" "Eloeophila" "Eloeophila mundata" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Eloeophila mundata, 91.705, Anopheles lindesayi, 90.783" " 91.705" "1" "Eloeophila mundata" "Eloeophila" "seq94539"
"seq9487" "upper" "seq9487" "LN810424" "   6386" " 97.235" "4.999999e+01" "100" "Metazoa" "Annelida" "Clitellata" "Tubificida" "Naididae" "Tubifex" "Tubifex tubifex" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Tubifex tubifex, 97.235, Tubifex tubifex, 95.392" " 97.235" "1" "Tubifex tubifex" "Tubifex" "seq9487"
"seq94994" "upper" "seq94994" "GBMNC38072N20" " 290171" " 99.539" "7.057429e-01" "100" "Metazoa" "Tardigrada" "Eutardigrada" "Parachela" "Murrayidae" "Dactylobiotus" "Dactylobiotus parthenogeneticus" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Dactylobiotus parthenogeneticus, 100.000, Dactylobiotus parthenogeneticus,  99.539" "100.000" "0" "Dactylobiotus parthenogeneticus" "Dactylobiotus parthenogeneticus" "seq94994"
"seq9507" "upper" "seq9507" "GBMIN802N12" " 212339" " 97.696" "1.000000e+02" "100" "Metazoa" "Annelida" "Clitellata" "Tubificida" "Naididae" "Pristina" "Pristina aequiseta" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Pristina aequiseta, 97.696" " 97.696" "1" "Pristina aequiseta" "Pristina" "seq9507"
"seq95352" "upper" "seq95352" "GBMNC23368N20" "  68038" " 95.853" "9.393240e+01" "100" "Metazoa" "Gastrotricha" NA "Chaetonotida" "Chaetonotidae" "Chaetonotus" "Chaetonotus" " 93.93336" "100.00000" "100" "100" "100" "100" "100" "Chaetonotus, 95.853, Chaetonotus persimilis, 95.392, Chaetonotus, 94.470, Chaetonotus, 94.009, Chaetonotus persimilis, 94.009" " 95.853" "0" "Chaetonotus" "Chaetonotus" "seq95352"
"seq95460" "upper" "seq95460" "GBMND93587N21" "1404285" " 99.539" "1.100516e+01" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Ptychopteridae" "Ptychoptera" "Ptychoptera minuta" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Ptychoptera minuta, 99.539, Ptychoptera minuta, 99.078, Ptychoptera minuta, 98.618, Ptychoptera minuta, 98.157" " 99.539" "1" "Ptychoptera minuta" "Ptychoptera minuta" "seq95460"
"seq9566" "upper" "seq9566" "GBMNE18531N21" " 516365" " 99.539" "2.486616e+01" "100" "Metazoa" "Arthropoda" "Hexanauplia" "Cyclopoida" "Cyclopidae" "Diacyclops" "Diacyclops" " 25.40152" " 50.26768" "100" "100" "100" "100" "100" "Diacyclops, 99.539, Diacyclops bicuspidatus, 99.539, Cyclops strenuus, 99.539, Diacyclops, 99.078" " 99.539" "0" "Cyclops strenuus" "Cyclopidae" "seq9566"
"seq9571" "upper" "seq9571" "MSSCA1982N16" "  83137" " 94.009" "9.999901e+01" "100" "Metazoa" "Arthropoda" "Arachnida" "Sarcoptiformes" NA NA "Sarcoptiformes" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Sarcoptiformes, 94.009, Sarcoptiformes, 92.627" " 94.009" "1" "Sarcoptiformes" NA "seq9571"
"seq9589" "upper" "seq9589" "GMGMH1387N14" " 189978" " 99.539" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Bibionidae" "Bibio" "Bibio" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Bibio, 99.539" " 99.539" "1" "Bibio" "Bibio" "seq9589"
"seq9593" "upper" "seq9593" "GDIP023N18" "2806992" "100.000" "4.946882e+01" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Pediciidae" "Dicranota" "Dicranota bimaculata" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Dicranota bimaculata, 100.000, Dicranota bimaculata,  99.539" "100.000" "0" "Dicranota bimaculata" "Dicranota bimaculata" "seq9593"
"seq9598" "upper" "seq9598" "GASBB379N18" " 167835" "100.000" "4.946882e+01" "100" "Metazoa" "Annelida" "Clitellata" "Tubificida" "Naididae" "Spirosperma" "Spirosperma ferox" " 50.53118" " 50.53118" "100" "100" "100" "100" "100" "Spirosperma ferox, 100.000, Naididae, 100.000, Spirosperma ferox,  99.539" "100.000" "0" "Naididae" "Naididae" "seq9598"
"seq96" "upper" "seq96" "GMBUA646N14" " 315524" "100.000" "1.660722e+01" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Chironomidae" "Micropsectra" "Micropsectra atrofasciata" " 66.78555" " 66.78555" "100" "100" "100" "100" "100" "Chironomidae, 100.000, Micropsectra atrofasciata, 100.000, Micropsectra atrofasciata,  99.539, Micropsectra atrofasciata,  98.157" "100.000" "0" "Chironomidae" "Chironomidae" "seq96"
"seq9601" "upper" "seq9601" "GBAN0134N06" "  74727" " 95.522" "5.000000e+01" "100" "Metazoa" "Annelida" "Clitellata" "Tubificida" "Naididae" "Chaetogaster" "Chaetogaster diastrophus" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Chaetogaster diastrophus, 95.522" " 95.522" "1" "Chaetogaster diastrophus" "Chaetogaster" "seq9601"
"seq9610" "upper" "seq9610" "INRMA4709N21" "   7458" " 98.618" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Insecta" "Hymenoptera" "Apidae" NA "Apidae" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Apidae, 98.618" " 98.618" "1" "Apidae" "Apidae" "seq9610"
"seq9619" "upper" "seq9619" "EBPTY012N15" "1903308" "100.000" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Ptychopteridae" "Ptychoptera" "Ptychoptera longicauda" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Ptychoptera longicauda, 100" "100.000" "1" "Ptychoptera longicauda" "Ptychoptera longicauda" "seq9619"
"seq9645" "upper" "seq9645" "GMGMH1387N14" " 189978" " 99.539" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Bibionidae" "Bibio" "Bibio" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Bibio, 99.539" " 99.539" "1" "Bibio" "Bibio" "seq9645"
"seq9651" "upper" "seq9651" "GCRU093N18" "  63229" "100.000" "9.873438e+00" "100" "Metazoa" "Arthropoda" "Malacostraca" "Isopoda" "Asellidae" "Proasellus" "Proasellus coxalis" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Proasellus coxalis, 100.000, Proasellus coxalis,  99.539, Proasellus coxalis,  99.078, Proasellus coxalis,  98.618, Proasellus coxalis,  98.157" "100.000" "1" "Proasellus coxalis" "Proasellus coxalis" "seq9651"
"seq96517" "upper" "seq96517" "FINTI189N11" "1822578" " 96.774" "2.103069e+00" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Limoniidae" "Eloeophila" "Eloeophila maculata" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Eloeophila maculata, 97.235, Eloeophila maculata, 96.774" " 97.235" "1" "Eloeophila maculata" "Eloeophila" "seq96517"
"seq96528" "upper" "seq96528" "PLQDD082N20" "   7041" " 91.705" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Insecta" "Coleoptera" NA NA "Coleoptera" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Coleoptera, 91.705" " 91.705" "1" "Coleoptera" NA "seq96528"
